#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2016-01-01 00:00:00+00:00 2016-11-14 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	lon	lat	tmpf	 dwpf	 relh	 drct	 sknt	 p01i	 alti	 mslp	 vsby	 gust	 skyc1	 skyc2	 skyc3	 skyc4	 skyl1	 skyl2	 skyl3	 skyl4	 presentwx	 metar
P60	2016-01-17 01:56	-110.4211	44.5444	17.96	15.08	88.27	0.00	0.00	0.03	29.86	1017.10	M	M	M	M	M	M	M	M	M	M	M	KP60 170156Z AUTO 00000KT M08/M09 A2986 RMK AO1 SLP171 P0003 T10781094 $
P60	2016-01-17 02:56	-110.4211	44.5444	17.96	15.08	88.27	0.00	0.00	0.02	29.87	1017.50	M	M	M	M	M	M	M	M	M	M	M	KP60 170256Z AUTO 00000KT M08/M09 A2987 RMK AO1 SLP175 P0002 60008 T10781094 53005 $
P60	2016-01-17 03:56	-110.4211	44.5444	17.96	15.08	88.27	0.00	0.00	0.02	29.87	1016.40	M	M	M	M	M	M	M	M	M	M	M	KP60 170356Z AUTO 00000KT M08/M09 A2987 RMK AO1 SLP164 P0002 T10781094 $
P60	2016-01-17 04:56	-110.4211	44.5444	19.04	15.08	84.27	0.00	0.00	0.00	29.87	1016.30	M	M	M	M	M	M	M	M	M	M	M	KP60 170456Z AUTO 00000KT M07/M09 A2987 RMK AO1 SLP163 T10721094 $
P60	2016-01-17 05:56	-110.4211	44.5444	17.96	15.08	88.27	0.00	0.00	0.00	29.88	1016.20	M	M	M	M	M	M	M	M	M	M	M	KP60 170556Z AUTO 00000KT M08/M09 A2988 RMK AO1 SLP162 60010 T10781094 11072 21078 53002 $
P60	2016-01-17 06:56	-110.4211	44.5444	19.04	15.08	84.27	0.00	0.00	0.01	29.88	1016.00	M	M	M	M	M	M	M	M	M	M	M	KP60 170656Z AUTO 00000KT M07/M09 A2988 RMK AO1 SLP160 P0001 T10721094 410611133 $
P60	2016-01-17 07:56	-110.4211	44.5444	17.96	15.08	88.27	0.00	0.00	0.00	29.90	1016.50	M	M	M	M	M	M	M	M	M	M	M	KP60 170756Z AUTO 00000KT M08/M09 A2990 RMK AO1 SLP165 T10781094 $
P60	2016-01-17 08:56	-110.4211	44.5444	17.06	14.00	87.53	0.00	0.00	0.00	29.90	1016.80	M	M	M	M	M	M	M	M	M	M	M	KP60 170856Z AUTO 00000KT M08/M10 A2990 RMK AO1 SLP168 60001 T10831100 53007 $
P60	2016-01-17 09:56	-110.4211	44.5444	14.00	10.94	87.36	0.00	0.00	0.00	29.93	1018.60	M	M	M	M	M	M	M	M	M	M	M	KP60 170956Z AUTO 00000KT M10/M12 A2993 RMK AO1 SLP186 T11001117 $
P60	2016-01-17 10:56	-110.4211	44.5444	12.92	10.04	88.00	0.00	0.00	0.00	29.94	1019.40	M	M	M	M	M	M	M	M	M	M	M	KP60 171056Z AUTO 00000KT M11/M12 A2994 RMK AO1 SLP194 T11061122 $
P60	2016-01-17 11:56	-110.4211	44.5444	12.02	8.06	83.78	0.00	0.00	0.00	29.97	1020.70	M	M	M	M	M	M	M	M	M	M	M	KP60 171156Z AUTO 00000KT M11/M13 A2997 RMK AO1 SLP207 60001 70018 T11111133 11072 21117 51017 $
P60	2016-01-17 12:56	-110.4211	44.5444	14.00	10.94	87.36	0.00	0.00	0.00	29.98	1020.70	M	M	M	M	M	M	M	M	M	M	M	KP60 171256Z AUTO 00000KT M10/M12 A2998 RMK AO1 SLP207 T11001117 $
P60	2016-01-17 13:56	-110.4211	44.5444	15.08	12.02	87.42	0.00	0.00	0.00	30.01	1021.50	M	M	M	M	M	M	M	M	M	M	M	KP60 171356Z AUTO 00000KT M09/M11 A3001 RMK AO1 SLP215 T10941111 $
P60	2016-01-17 14:56	-110.4211	44.5444	14.00	10.94	87.36	0.00	0.00	0.00	30.02	1022.20	M	M	M	M	M	M	M	M	M	M	M	KP60 171456Z AUTO 00000KT M10/M12 A3002 RMK AO1 SLP222 T11001117 52014 $
P60	2016-01-17 15:56	-110.4211	44.5444	15.98	12.92	87.47	0.00	0.00	0.00	30.04	1022.40	M	M	M	M	M	M	M	M	M	M	M	KP60 171556Z AUTO 00000KT M09/M11 A3004 RMK AO1 SLP224 T10891106 $
P60	2016-01-17 16:56	-110.4211	44.5444	19.94	15.98	84.33	0.00	0.00	0.00	30.05	1021.70	M	M	M	M	M	M	M	M	M	M	M	KP60 171656Z AUTO 00000KT M07/M09 A3005 RMK AO1 SLP217 T10671089 $
P60	2016-01-17 17:56	-110.4211	44.5444	24.08	17.06	74.20	M	3.00	0.00	30.06	1021.70	M	M	M	M	M	M	M	M	M	M	M	KP60 171756Z AUTO VRB03KT M04/M08 A3006 RMK AO1 SLP217 T10441083 11044 21117 51011 $
P60	2016-01-17 18:56	-110.4211	44.5444	24.98	17.96	74.29	200.00	6.00	0.00	30.07	1021.50	M	17.00	M	M	M	M	M	M	M	M	M	KP60 171856Z AUTO 20006G17KT M04/M08 A3007 RMK AO1 SLP215 T10391078 $
P60	2016-01-17 19:56	-110.4211	44.5444	23.00	17.96	80.71	M	6.00	0.00	30.08	1022.20	M	M	M	M	M	M	M	M	M	M	M	KP60 171956Z AUTO VRB06KT M05/M08 A3008 RMK AO1 SLP222 T10501078 $
P60	2016-01-17 20:56	-110.4211	44.5444	24.08	17.96	77.14	0.00	0.00	0.00	30.06	1021.60	M	M	M	M	M	M	M	M	M	M	M	KP60 172056Z AUTO 00000KT M04/M08 A3006 RMK AO1 SLP216 T10441078 58001 $
P60	2016-01-17 21:56	-110.4211	44.5444	23.00	17.96	80.71	M	3.00	0.00	30.07	1022.60	M	M	M	M	M	M	M	M	M	M	M	KP60 172156Z AUTO VRB03KT M05/M08 A3007 RMK AO1 SLP226 T10501078 $
P60	2016-01-17 22:56	-110.4211	44.5444	24.08	17.06	74.20	M	3.00	0.00	30.06	1022.50	M	M	M	M	M	M	M	M	M	M	M	KP60 172256Z AUTO VRB03KT M04/M08 A3006 RMK AO1 SLP225 T10441083 $
P60	2016-01-17 23:56	-110.4211	44.5444	21.92	15.98	77.54	0.00	0.00	0.00	30.09	1024.30	M	M	M	M	M	M	M	M	M	M	M	KP60 172356Z AUTO 00000KT M06/M09 A3009 RMK AO1 SLP243 T10561089 11033 21061 53008 $
P60	2016-01-18 00:56	-110.4211	44.5444	21.92	17.06	81.25	M	4.00	0.00	30.10	1024.30	M	M	M	M	M	M	M	M	M	M	M	KP60 180056Z AUTO VRB04KT M06/M08 A3010 RMK AO1 SLP243 T10561083 $
P60	2016-01-18 01:56	-110.4211	44.5444	21.92	17.96	84.47	M	3.00	0.00	30.10	1023.80	M	M	M	M	M	M	M	M	M	M	M	KP60 180156Z AUTO VRB03KT M06/M08 A3010 RMK AO1 SLP238 T10561078 $
P60	2016-01-18 02:56	-110.4211	44.5444	21.92	17.96	84.47	0.00	0.00	0.00	30.07	1023.20	M	M	M	M	M	M	M	M	M	M	M	KP60 180256Z AUTO 00000KT M06/M08 A3007 RMK AO1 SLP232 T10561078 58005 $
P60	2016-01-18 03:56	-110.4211	44.5444	21.92	17.96	84.47	0.00	0.00	0.00	30.07	1022.60	M	M	M	M	M	M	M	M	M	M	M	KP60 180356Z AUTO 00000KT M06/M08 A3007 RMK AO1 SLP226 T10561078 $
P60	2016-01-18 04:56	-110.4211	44.5444	21.92	19.04	88.47	0.00	0.00	0.01	30.06	1021.50	M	M	M	M	M	M	M	M	M	M	M	KP60 180456Z AUTO 00000KT M06/M07 A3006 RMK AO1 SLP215 P0001 T10561072 $
P60	2016-01-18 05:56	-110.4211	44.5444	21.92	19.04	88.47	0.00	0.00	0.02	30.05	1020.60	M	M	M	M	M	M	M	M	M	M	M	KP60 180556Z AUTO 00000KT M06/M07 A3005 RMK AO1 SLP206 P0002 60003 T10561072 11056 21056 58005 $
P60	2016-01-18 06:56	-110.4211	44.5444	23.00	19.04	84.54	0.00	0.00	0.02	30.04	1020.00	M	M	M	M	M	M	M	M	M	M	M	KP60 180656Z AUTO 00000KT M05/M07 A3004 RMK AO1 SLP200 P0002 T10501072 410331117 $
P60	2016-01-18 07:56	-110.4211	44.5444	21.92	19.94	91.94	0.00	0.00	0.00	30.02	1019.70	M	M	M	M	M	M	M	M	M	M	M	KP60 180756Z AUTO 00000KT M06/M07 A3002 RMK AO1 SLP197 T10561067 $
P60	2016-01-18 08:56	-110.4211	44.5444	21.92	19.94	91.94	0.00	0.00	0.00	30.02	1019.50	M	M	M	M	M	M	M	M	M	M	M	KP60 180856Z AUTO 00000KT M06/M07 A3002 RMK AO1 SLP195 60002 T10561067 56008 $
P60	2016-01-18 09:56	-110.4211	44.5444	24.08	21.02	87.91	0.00	0.00	0.01	30.02	1019.00	M	M	M	M	M	M	M	M	M	M	M	KP60 180956Z AUTO 00000KT M04/M06 A3002 RMK AO1 SLP190 P0001 T10441061 $
P60	2016-01-18 10:56	-110.4211	44.5444	23.00	19.94	87.85	0.00	0.00	0.00	29.99	1018.00	M	M	M	M	M	M	M	M	M	M	M	KP60 181056Z AUTO 00000KT M05/M07 A2999 RMK AO1 SLP180 T10501067 $
P60	2016-01-18 11:56	-110.4211	44.5444	23.00	21.02	91.98	0.00	0.00	0.01	29.98	1018.10	M	M	M	M	M	M	M	M	M	M	M	KP60 181156Z AUTO 00000KT M05/M06 A2998 RMK AO1 SLP181 P0001 60004 70007 T10501061 11044 21061 58010 $
P60	2016-01-18 12:56	-110.4211	44.5444	21.92	19.94	91.94	0.00	0.00	0.02	29.97	1018.00	M	M	M	M	M	M	M	M	M	M	M	KP60 181256Z AUTO 00000KT M06/M07 A2997 RMK AO1 SLP180 P0002 T10561067 $
P60	2016-01-18 13:56	-110.4211	44.5444	21.92	19.94	91.94	0.00	0.00	0.01	29.96	1017.50	M	M	M	M	M	M	M	M	M	M	M	KP60 181356Z AUTO 00000KT M06/M07 A2996 RMK AO1 SLP175 P0001 T10561067 $
P60	2016-01-18 14:56	-110.4211	44.5444	23.00	19.94	87.85	0.00	0.00	0.03	29.96	1017.40	M	M	M	M	M	M	M	M	M	M	M	KP60 181456Z AUTO 00000KT M05/M07 A2996 RMK AO1 SLP174 P0003 60006 T10501067 55005 $
P60	2016-01-18 15:56	-110.4211	44.5444	23.00	21.02	91.98	0.00	0.00	0.02	29.96	1017.20	M	M	M	M	M	M	M	M	M	M	M	KP60 181556Z AUTO 00000KT M05/M06 A2996 RMK AO1 SLP172 P0002 T10501061 $
P60	2016-01-18 16:56	-110.4211	44.5444	26.06	23.00	88.01	0.00	0.00	0.00	29.96	1016.90	M	M	M	M	M	M	M	M	M	M	M	KP60 181656Z AUTO 00000KT M03/M05 A2996 RMK AO1 SLP169 T10331050 $
P60	2016-01-18 17:56	-110.4211	44.5444	26.96	24.08	88.73	0.00	0.00	0.03	29.96	1016.70	M	M	M	M	M	M	M	M	M	M	M	KP60 181756Z AUTO 00000KT M03/M04 A2996 RMK AO1 SLP167 P0003 60011 T10281044 11028 21056 53001 $
P60	2016-01-18 18:56	-110.4211	44.5444	28.04	24.98	88.12	0.00	0.00	0.02	29.95	1015.70	M	M	M	M	M	M	M	M	M	M	M	KP60 181856Z AUTO 00000KT M02/M04 A2995 RMK AO1 SLP157 P0002 T10221039 $
P60	2016-01-18 19:56	-110.4211	44.5444	30.02	24.98	81.27	M	4.00	0.01	29.92	1014.80	M	M	M	M	M	M	M	M	M	M	M	KP60 181956Z AUTO VRB04KT M01/M04 A2992 RMK AO1 SLP148 P0001 T10111039 $
P60	2016-01-18 20:56	-110.4211	44.5444	28.94	24.08	81.80	M	3.00	0.01	29.91	1014.50	M	M	M	M	M	M	M	M	M	M	M	KP60 182056Z AUTO VRB03KT M02/M04 A2991 RMK AO1 SLP145 P0001 60004 T10171044 56014 $
P60	2016-01-18 21:56	-110.4211	44.5444	28.94	23.00	78.18	270.00	5.00	0.00	29.93	1014.70	M	M	M	M	M	M	M	M	M	M	M	KP60 182156Z AUTO 27005KT M02/M05 A2993 RMK AO1 SLP147 T10171050 $
P60	2016-01-18 22:56	-110.4211	44.5444	28.04	24.08	84.87	290.00	3.00	0.00	29.94	1015.60	M	M	M	M	M	M	M	M	M	M	M	KP60 182256Z AUTO 29003KT M02/M04 A2994 RMK AO1 SLP156 T10221044 $
P60	2016-01-18 23:56	-110.4211	44.5444	26.96	21.92	81.03	290.00	5.00	0.00	29.97	1016.90	M	M	M	M	M	M	M	M	M	M	M	KP60 182356Z AUTO 29005KT M03/M06 A2997 RMK AO1 SLP169 60004 T10281056 11011 21028 53015 $
P60	2016-01-19 00:56	-110.4211	44.5444	24.08	19.94	83.96	M	4.00	0.00	29.99	1018.50	M	M	M	M	M	M	M	M	M	M	M	KP60 190056Z AUTO VRB04KT M04/M07 A2999 RMK AO1 SLP185 T10441067 $
P60	2016-01-19 01:56	-110.4211	44.5444	21.02	17.06	84.41	290.00	4.00	0.00	30.00	1019.20	M	M	M	M	M	M	M	M	M	M	M	KP60 190156Z AUTO 29004KT M06/M08 A3000 RMK AO1 SLP192 T10611083 $
P60	2016-01-19 02:56	-110.4211	44.5444	15.98	12.92	87.47	100.00	3.00	0.00	30.04	1021.40	M	M	M	M	M	M	M	M	M	M	M	KP60 190256Z AUTO 10003KT M09/M11 A3004 RMK AO1 SLP214 T10891106 53020 $
P60	2016-01-19 03:56	-110.4211	44.5444	17.06	12.92	83.47	0.00	0.00	0.00	30.06	1021.90	M	M	M	M	M	M	M	M	M	M	M	KP60 190356Z AUTO 00000KT M08/M11 A3006 RMK AO1 SLP219 T10831106 $
P60	2016-01-19 04:56	-110.4211	44.5444	10.94	8.06	87.90	0.00	0.00	0.00	30.08	1023.20	M	M	M	M	M	M	M	M	M	M	M	KP60 190456Z AUTO 00000KT M12/M13 A3008 RMK AO1 SLP232 T11171133 $
P60	2016-01-19 05:56	-110.4211	44.5444	8.06	3.92	82.81	0.00	0.00	0.00	30.09	1023.90	M	M	M	M	M	M	M	M	M	M	M	KP60 190556Z AUTO 00000KT M13/M16 A3009 RMK AO1 SLP239 T11331156 11028 21133 51013 $
P60	2016-01-19 06:56	-110.4211	44.5444	12.02	8.96	87.25	0.00	0.00	0.00	30.11	1023.60	M	M	M	M	M	M	M	M	M	M	M	KP60 190656Z AUTO 00000KT M11/M13 A3011 RMK AO1 SLP236 T11111128 410111133 $
P60	2016-01-19 07:56	-110.4211	44.5444	14.00	10.04	83.92	0.00	0.00	0.00	30.11	1022.90	M	M	M	M	M	M	M	M	M	M	M	KP60 190756Z AUTO 00000KT M10/M12 A3011 RMK AO1 SLP229 T11001122 $
P60	2016-01-19 08:56	-110.4211	44.5444	19.04	15.08	84.27	0.00	0.00	0.00	30.12	1022.90	M	M	M	M	M	M	M	M	M	M	M	KP60 190856Z AUTO 00000KT M07/M09 A3012 RMK AO1 SLP229 T10721094 53009 $
P60	2016-01-19 09:56	-110.4211	44.5444	19.04	15.98	87.64	0.00	0.00	0.00	30.14	1023.40	M	M	M	M	M	M	M	M	M	M	M	KP60 190956Z AUTO 00000KT M07/M09 A3014 RMK AO1 SLP234 T10721089 $
P60	2016-01-19 10:56	-110.4211	44.5444	17.96	15.08	88.27	0.00	0.00	0.00	30.13	1023.50	M	M	M	M	M	M	M	M	M	M	M	KP60 191056Z AUTO 00000KT M08/M09 A3013 RMK AO1 SLP235 T10781094 $
P60	2016-01-19 11:56	-110.4211	44.5444	19.04	15.08	84.27	0.00	0.00	0.00	30.13	1023.30	M	M	M	M	M	M	M	M	M	M	M	KP60 191156Z AUTO 00000KT M07/M09 A3013 RMK AO1 SLP233 70015 T10721094 11067 21133 50000 $
P60	2016-01-19 12:56	-110.4211	44.5444	17.96	15.08	88.27	0.00	0.00	0.00	30.12	1023.60	M	M	M	M	M	M	M	M	M	M	M	KP60 191256Z AUTO 00000KT M08/M09 A3012 RMK AO1 SLP236 T10781094 $
P60	2016-01-19 13:56	-110.4211	44.5444	17.96	15.08	88.27	0.00	0.00	0.00	30.11	1023.80	M	M	M	M	M	M	M	M	M	M	M	KP60 191356Z AUTO 00000KT M08/M09 A3011 RMK AO1 SLP238 T10781094 $
P60	2016-01-19 14:56	-110.4211	44.5444	17.96	15.08	88.27	0.00	0.00	0.00	30.10	1024.70	M	M	M	M	M	M	M	M	M	M	M	KP60 191456Z AUTO 00000KT M08/M09 A3010 RMK AO1 SLP247 T10781094 57006 $
P60	2016-01-19 15:56	-110.4211	44.5444	19.94	15.98	84.33	M	M	0.00	30.12	1024.40	M	M	M	M	M	M	M	M	M	M	M	KP60 191556Z AUTO M07/M09 A3012 RMK AO1 SLP244 T10671089 $
P60	2016-01-19 16:56	-110.4211	44.5444	21.02	17.06	84.41	0.00	0.00	0.00	30.12	1025.90	M	M	M	M	M	M	M	M	M	M	M	KP60 191656Z AUTO 00000KT M06/M08 A3012 RMK AO1 SLP259 T10611083 $
P60	2016-01-19 17:56	-110.4211	44.5444	21.92	15.98	77.54	M	3.00	0.00	30.11	1025.80	M	M	M	M	M	M	M	M	M	M	M	KP60 191756Z AUTO VRB03KT M06/M09 A3011 RMK AO1 SLP258 T10561089 11056 21078 50003 $
P60	2016-01-19 18:56	-110.4211	44.5444	21.92	15.98	77.54	M	3.00	0.00	30.09	1024.20	M	M	M	M	M	M	M	M	M	M	M	KP60 191856Z AUTO VRB03KT M06/M09 A3009 RMK AO1 SLP242 T10561089 $
P60	2016-01-19 19:56	-110.4211	44.5444	23.00	17.06	77.64	0.00	0.00	0.00	30.05	1022.20	M	M	M	M	M	M	M	M	M	M	M	KP60 191956Z AUTO 00000KT M05/M08 A3005 RMK AO1 SLP222 T10501083 $
P60	2016-01-19 20:56	-110.4211	44.5444	24.08	17.06	74.20	M	3.00	0.00	30.01	1019.60	M	M	M	M	M	M	M	M	M	M	M	KP60 192056Z AUTO VRB03KT M04/M08 A3001 RMK AO1 SLP196 T10441083 58026 $
P60	2016-01-19 21:56	-110.4211	44.5444	24.98	15.08	65.58	M	3.00	0.00	29.99	1018.80	M	M	M	M	M	M	M	M	M	M	M	KP60 192156Z AUTO VRB03KT M04/M09 A2999 RMK AO1 SLP188 T10391094 $
P60	2016-01-19 22:56	-110.4211	44.5444	23.00	15.08	71.24	M	3.00	0.00	29.98	1018.70	M	M	M	M	M	M	M	M	M	M	M	KP60 192256Z AUTO VRB03KT M05/M09 A2998 RMK AO1 SLP187 T10501094 $
P60	2016-01-19 23:56	-110.4211	44.5444	19.94	14.00	77.35	0.00	0.00	0.00	29.96	1018.40	M	M	M	M	M	M	M	M	M	M	M	KP60 192356Z AUTO 00000KT M07/M10 A2996 RMK AO1 SLP184 T10671100 11039 21067 56015 $
P60	2016-01-20 00:56	-110.4211	44.5444	17.06	14.00	87.53	0.00	0.00	0.00	29.95	1018.80	M	M	M	M	M	M	M	M	M	M	M	KP60 200056Z AUTO 00000KT M08/M10 A2995 RMK AO1 SLP188 T10831100 $
P60	2016-01-20 01:56	-110.4211	44.5444	17.06	14.00	87.53	0.00	0.00	0.00	29.93	1018.00	M	M	M	M	M	M	M	M	M	M	M	KP60 200156Z AUTO 00000KT M08/M10 A2993 RMK AO1 SLP180 T10831100 $
P60	2016-01-20 02:56	-110.4211	44.5444	17.06	12.92	83.47	0.00	0.00	0.00	29.90	1017.10	M	M	M	M	M	M	M	M	M	M	M	KP60 200256Z AUTO 00000KT M08/M11 A2990 RMK AO1 SLP171 T10831106 58015 $
P60	2016-01-20 03:56	-110.4211	44.5444	15.98	12.92	87.47	0.00	0.00	0.00	29.86	1015.60	M	M	M	M	M	M	M	M	M	M	M	KP60 200356Z AUTO 00000KT M09/M11 A2986 RMK AO1 SLP156 T10891106 $
P60	2016-01-20 04:56	-110.4211	44.5444	19.04	15.08	84.27	M	3.00	0.00	29.84	1014.20	M	M	M	M	M	M	M	M	M	M	M	KP60 200456Z AUTO VRB03KT M07/M09 A2984 RMK AO1 SLP142 T10721094 $
P60	2016-01-20 05:56	-110.4211	44.5444	19.04	15.08	84.27	0.00	0.00	0.01	29.82	1013.10	M	M	M	M	M	M	M	M	M	M	M	KP60 200556Z AUTO 00000KT M07/M09 A2982 RMK AO1 SLP131 P0001 60001 T10721094 11067 21089 56021 $
P60	2016-01-20 06:56	-110.4211	44.5444	17.96	15.08	88.27	0.00	0.00	0.02	29.82	1013.40	M	M	M	M	M	M	M	M	M	M	M	KP60 200656Z AUTO 00000KT M08/M09 A2982 RMK AO1 SLP134 P0002 T10781094 410391111 $
P60	2016-01-20 07:56	-110.4211	44.5444	17.96	15.98	91.80	0.00	0.00	0.01	29.80	1012.40	M	M	M	M	M	M	M	M	M	M	M	KP60 200756Z AUTO 00000KT M08/M09 A2980 RMK AO1 SLP124 P0001 T10781089 $
P60	2016-01-20 08:56	-110.4211	44.5444	19.04	15.98	87.64	0.00	0.00	0.02	29.80	1012.10	M	M	M	M	M	M	M	M	M	M	M	KP60 200856Z AUTO 00000KT M07/M09 A2980 RMK AO1 SLP121 P0002 60005 T10721089 55005 $
P60	2016-01-20 09:56	-110.4211	44.5444	19.04	15.98	87.64	0.00	0.00	0.01	29.80	1011.90	M	M	M	M	M	M	M	M	M	M	M	KP60 200956Z AUTO 00000KT M07/M09 A2980 RMK AO1 SLP119 P0001 T10721089 $
P60	2016-01-20 10:56	-110.4211	44.5444	23.00	19.04	84.54	270.00	7.00	0.00	29.80	1011.60	M	M	M	M	M	M	M	M	M	M	M	KP60 201056Z AUTO 27007KT 230V290 M05/M07 A2980 RMK AO1 SLP116 T10501072 $
P60	2016-01-20 11:56	-110.4211	44.5444	23.00	19.04	84.54	290.00	8.00	0.00	29.79	1011.70	M	M	M	M	M	M	M	M	M	M	M	KP60 201156Z AUTO 29008KT 230V310 M05/M07 A2979 RMK AO1 SLP117 60006 70007 T10501072 11050 21078 58003 $
P60	2016-01-20 12:56	-110.4211	44.5444	23.00	19.04	84.54	280.00	7.00	0.01	29.81	1012.90	M	16.00	M	M	M	M	M	M	M	M	M	KP60 201256Z AUTO 28007G16KT 230V300 M05/M07 A2981 RMK AO1 SLP129 P0001 T10501072 $
P60	2016-01-20 13:56	-110.4211	44.5444	23.00	17.96	80.71	M	6.00	0.01	29.83	1013.70	M	M	M	M	M	M	M	M	M	M	M	KP60 201356Z AUTO VRB06KT M05/M08 A2983 RMK AO1 SLP137 P0001 T10501078 $
P60	2016-01-20 14:56	-110.4211	44.5444	21.92	17.06	81.25	M	4.00	0.00	29.86	1014.70	M	M	M	M	M	M	M	M	M	M	M	KP60 201456Z AUTO VRB04KT M06/M08 A2986 RMK AO1 SLP147 60002 T10561083 53017 $
P60	2016-01-20 15:56	-110.4211	44.5444	23.00	17.06	77.64	M	6.00	0.00	29.88	1015.40	M	M	M	M	M	M	M	M	M	M	M	KP60 201556Z AUTO VRB06KT M05/M08 A2988 RMK AO1 SLP154 T10501083
P60	2016-01-20 16:56	-110.4211	44.5444	24.08	17.06	74.20	280.00	6.00	0.00	29.91	1015.90	M	M	M	M	M	M	M	M	M	M	M	KP60 201656Z AUTO 28006KT M04/M08 A2991 RMK AO1 SLP159 T10441083
P60	2016-01-20 17:56	-110.4211	44.5444	26.06	17.06	68.33	M	4.00	0.00	29.93	1016.40	M	M	M	M	M	M	M	M	M	M	M	KP60 201756Z AUTO VRB04KT M03/M08 A2993 RMK AO1 SLP164 60002 T10331083 11028 21056 53021
P60	2016-01-20 18:56	-110.4211	44.5444	26.06	17.96	71.04	280.00	9.00	0.00	29.95	1017.20	M	16.00	M	M	M	M	M	M	M	M	M	KP60 201856Z AUTO 28009G16KT 230V310 M03/M08 A2995 RMK AO1 SLP172 T10331078
P60	2016-01-20 19:56	-110.4211	44.5444	26.96	17.96	68.44	M	6.00	0.00	29.95	1017.00	M	16.00	M	M	M	M	M	M	M	M	M	KP60 201956Z AUTO VRB06G16KT M03/M08 A2995 RMK AO1 SLP170 T10281078
P60	2016-01-20 20:56	-110.4211	44.5444	26.96	17.96	68.44	290.00	7.00	0.00	29.97	1017.80	M	17.00	M	M	M	M	M	M	M	M	M	KP60 202056Z AUTO 29007G17KT 220V330 M03/M08 A2997 RMK AO1 SLP178 T10281078 53011
P60	2016-01-20 21:56	-110.4211	44.5444	26.96	17.96	68.44	270.00	8.00	0.00	30.01	1019.10	M	14.00	M	M	M	M	M	M	M	M	M	KP60 202156Z AUTO 27008G14KT M03/M08 A3001 RMK AO1 SLP191 T10281078
P60	2016-01-20 22:56	-110.4211	44.5444	26.06	17.06	68.33	280.00	9.00	0.00	30.05	1020.00	M	17.00	M	M	M	M	M	M	M	M	M	KP60 202256Z AUTO 28009G17KT M03/M08 A3005 RMK AO1 SLP200 T10331083
P60	2016-01-20 23:56	-110.4211	44.5444	23.00	17.06	77.64	M	6.00	0.00	30.10	1022.40	M	M	M	M	M	M	M	M	M	M	M	KP60 202356Z AUTO VRB06KT M05/M08 A3010 RMK AO1 SLP224 T10501083 11022 21050 53034
P60	2016-01-21 00:56	-110.4211	44.5444	21.92	15.98	77.54	280.00	5.00	0.00	30.14	1023.60	M	M	M	M	M	M	M	M	M	M	M	KP60 210056Z AUTO 28005KT M06/M09 A3014 RMK AO1 SLP236 T10561089
P60	2016-01-21 01:56	-110.4211	44.5444	21.02	15.98	80.55	M	5.00	0.00	30.16	1024.80	M	M	M	M	M	M	M	M	M	M	M	KP60 210156Z AUTO VRB05KT M06/M09 A3016 RMK AO1 SLP248 T10611089
P60	2016-01-21 02:56	-110.4211	44.5444	19.94	15.08	81.09	280.00	3.00	0.00	30.18	1025.90	M	M	M	M	M	M	M	M	M	M	M	KP60 210256Z AUTO 28003KT M07/M09 A3018 RMK AO1 SLP259 T10671094 51020
P60	2016-01-21 03:56	-110.4211	44.5444	17.06	12.92	83.47	M	3.00	0.00	30.20	1027.00	M	M	M	M	M	M	M	M	M	M	M	KP60 210356Z AUTO VRB03KT M08/M11 A3020 RMK AO1 SLP270 T10831106
P60	2016-01-21 04:56	-110.4211	44.5444	19.04	14.00	80.38	M	3.00	0.00	30.21	1026.80	M	M	M	M	M	M	M	M	M	M	M	KP60 210456Z AUTO VRB03KT M07/M10 A3021 RMK AO1 SLP268 T10721100
P60	2016-01-21 05:56	-110.4211	44.5444	17.96	12.92	80.29	0.00	0.00	0.00	30.23	1027.40	M	M	M	M	M	M	M	M	M	M	M	KP60 210556Z AUTO 00000KT M08/M11 A3023 RMK AO1 SLP274 T10781106 11050 21094 51015
P60	2016-01-21 06:56	-110.4211	44.5444	15.08	10.94	83.33	280.00	4.00	0.00	30.25	1028.40	M	M	M	M	M	M	M	M	M	M	M	KP60 210656Z AUTO 28004KT M09/M12 A3025 RMK AO1 SLP284 T10941117 410221094
P60	2016-01-21 07:56	-110.4211	44.5444	12.92	10.04	88.00	0.00	0.00	0.00	30.27	1029.50	M	M	M	M	M	M	M	M	M	M	M	KP60 210756Z AUTO 00000KT M11/M12 A3027 RMK AO1 SLP295 T11061122
P60	2016-01-21 08:56	-110.4211	44.5444	12.92	10.04	88.00	0.00	0.00	0.00	30.29	1030.10	M	M	M	M	M	M	M	M	M	M	M	KP60 210856Z AUTO 00000KT M11/M12 A3029 RMK AO1 SLP301 T11061122 51014
P60	2016-01-21 09:56	-110.4211	44.5444	17.06	12.02	80.22	0.00	0.00	0.00	30.29	1029.60	M	M	M	M	M	M	M	M	M	M	M	KP60 210956Z AUTO 00000KT M08/M11 A3029 RMK AO1 SLP296 T10831111
P60	2016-01-21 10:56	-110.4211	44.5444	17.06	12.92	83.47	0.00	0.00	0.00	30.29	1029.60	M	M	M	M	M	M	M	M	M	M	M	KP60 211056Z AUTO 00000KT M08/M11 A3029 RMK AO1 SLP296 T10831106
